Poids,Volume,Conductivite,Opacite,Rigidite,Prix_Revente,Categorie,Source,Rapport_Collecte,texte_stem,texte_no_stem
9.083707436671125,-22.61722868185976,0.0,1.0,3.0,0.4541853718335562,Papier,Centre_Tri,"Papier usagé au centre de tri municipal. Poids relevé : 9.1 kg. Faible rigidité, non conducteur. Matériau mélangé à d'autres déchets.",usag centr municipal poid relev faibl rigid non conducteur matriau mlang dautr dchet,usag centre municipal poids relev faible rigidit non conducteur matriau mlang dautres dchets
65.40253503203273,165.1770575443392,0.8901820894832209,1.0,9.0,19.62076050960982,Métal,Usine_A,"Déchet métallique détecté à l'Usine A. Poids 65.4 kg, volume 165.2 L. Conductivité élevée (0.890), rigidité importante. Étiquetage absent sur le conteneur.",dchet mtalliqu dtect lusin poid volum conductiv lev rigid import tiquetag absent,dchet mtallique dtect lusine poids volume conductivit leve rigidit importante tiquetage absent
2288.584663671388,430.1149035699797,0.0,0.172472741749349,8.0,6.865753991014163,Verre,Centre_Tri,"Bris de verre ou contenants depuis le Centre de Tri. Masse 2288.6 kg. Matériau dense, rigidité élevée, transparence partielle. Légère contamination observée.",bris conten depuis centr mass matriau dens rigid lev transparent partiel lgre contamin observ,bris contenants depuis centre masse matriau dense rigidit leve transparence partielle lgre contamination observe
57.0799460718378,142.55335169455049,,55.0,7.0,17.12398382155134,Métal,Usine_A,"Ferraille ou métal collecté à l'Usine A. Masse 57.1 kg. Haute conductivité électrique, matériau rigide. Prix revente estimé.",ferraill mtal collect lusin mass haut conductiv lectriqu matriau rigid prix revent estim,ferraille mtal collect lusine masse haute conductivit lectrique matriau rigide prix revente estim
27.186148934489136,21.07843394507812,0.0,0.5920130301141908,3.0,2.7186148934489136,Plastique,Usine_A,"Lot plastique provenant de l'Usine A. Volume 21.1 L, poids 27.2 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",lot proven lusin volum poid aspect semiopaqu rigid moyen aucun trac mtal,lot provenant lusine volume poids aspect semiopaque rigidit moyenne aucune trace mtal
18.51945093844259,24.99377781924165,0.0,0.4318599737886953,,1.851945093844259,Plastique,Usine_A,"Lot plastique à l'Usine A. Volume 25.0 L, poids 18.5 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",lot lusin volum poid aspect semiopaqu rigid moyen aucun trac mtal,lot lusine volume poids aspect semiopaque rigidit moyenne aucune trace mtal
65.49897369145272,112.20035165635834,0.836376016879829,1.0,10.0,19.64969210743581,Métal,Usine_B,"Lot métallique à l'Usine B. Poids 65.5 kg, volume 112.2 L. Conducteur, très rigide. Aspect très opaque. Étiquetage absent sur le conteneur.",lot mtalliqu lusin poid volum conducteur tr rigid aspect tr opaqu tiquetag absent,lot mtallique lusine poids volume conducteur trs rigide aspect trs opaque tiquetage absent
,145.20708181878956,0.9030472109728422,1.0,10.0,22.48701849854019,Métal,Centre_Tri,"Lot métallique au centre de tri municipal. Poids non mesuré kg, volume 145.2 L. Conducteur, très rigide. Aspect très opaque. Étiquetage absent sur le conteneur.",lot mtalliqu centr municipal poid non mesur volum conducteur tr rigid aspect tr opaqu tiquetag absent,lot mtallique centre municipal poids non mesur volume conducteur trs rigide aspect trs opaque tiquetage absent
53.29974793963999,97.08606891990794,0.8081737232532958,1.0,7.0,15.989924381891996,Métal,Collecte_Citoyenne,"Déchet métallique détecté lors d'une collecte citoyenne. Poids 53.3 kg, volume 97.1 L. Conductivité élevée (0.808), rigidité importante. Étiquetage absent sur le conteneur.",dchet mtalliqu dtect lor dun citoyen poid volum conductiv lev rigid import tiquetag absent,dchet mtallique dtect lors dune citoyenne poids volume conductivit leve rigidit importante tiquetage absent
,8.362110920454889,0.0,0.212721872594066,4.0,1.7197088717647444,Plastique,Usine_A,"Plastique de tri sélectif en provenance de l'Usine A. Masse non mesuré kg. Matériau semi-rigide, faible conductivité. Acheminement prioritaire demandé.",slectif proven lusin mass non mesur matriau semirigid faibl conductiv achemin prioritair demand,slectif provenance lusine masse non mesur matriau semirigide faible conductivit acheminement prioritaire demand
28.92969640045442,37.154546352521365,0.0,0.282533487362317,4.0,2.8929696400454423,Plastique,Usine_B,"Plastique de tri sélectif à l'Usine B. Masse 28.9 kg. Matériau semi-rigide, faible conductivité. Poids anormalement élevé pour cette catégorie.",slectif lusin mass matriau semirigid faibl conductiv poid anormal lev catgor,slectif lusine masse matriau semirigide faible conductivit poids anormalement lev catgorie
168.76016014931568,321.14678059225974,0.0,0.0643165529360058,9.0,5.062804804479471,Verre,Collecte_Citoyenne,Lot de verre trié issu de la collecte citoyenne. Masse 168.8 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Étiquetage absent sur le conteneur.,lot issu citoyen mass matriau lourd extrmement rigid aspect lgrement translucid tiquetag absent,lot issu citoyenne masse matriau lourd extrmement rigide aspect lgrement translucide tiquetage absent
195.43766972071617,414.96804089294886,,0.0163518063897743,9.0,,Verre,Usine_A,"Déchets en verre identifiés à l'Usine A. Poids 195.4 kg, volume 415.0 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",dchet identif lusin poid volum non conducteur tr rigid ncessit manipul prcaution,dchets identifis lusine poids volume non conducteur trs rigide ncessite manipulation prcaution
26.20942353817679,31.2272641520206,,0.2010380097534586,3.0,2.620942353817679,Plastique,Collecte_Citoyenne,"Lot plastique via la collecte citoyenne. Volume 31.2 L, poids 26.2 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",lot vi citoyen volum poid aspect lgrement translucid rigid moyen aucun trac mtal,lot via citoyenne volume poids aspect lgrement translucide rigidit moyenne aucune trace mtal
62.72260466440965,109.94057345546555,0.997251399173363,1.0,9.0,18.81678139932289,Métal,Usine_B,"Déchet métallique détecté depuis l'Usine B. Poids 62.7 kg, volume 109.9 L. Conductivité élevée (0.997), rigidité importante. Conditionnement non conforme au protocole.",dchet mtalliqu dtect depuis lusin poid volum conductiv lev rigid import condition non conform protocol,dchet mtallique dtect depuis lusine poids volume conductivit leve rigidit importante conditionnement non conforme protocole
55.874224542725344,65.710025790739,0.9236509543060591,1.0,9.0,16.762267362817603,Métal,Collecte_Citoyenne,"Lot métallique via la collecte citoyenne. Poids 55.9 kg, volume 65.7 L. Conducteur, très rigide. Aspect très opaque. Matériau mélangé à d'autres déchets.",lot mtalliqu vi citoyen poid volum conducteur tr rigid aspect tr opaqu matriau mlang dautr dchet,lot mtallique via citoyenne poids volume conducteur trs rigide aspect trs opaque matriau mlang dautres dchets
233.42188314435668,471.893362055585,0.0,0.0124682725022482,10.0,7.0026564943307,Verre,,"Déchets en verre identifiés sans localisation enregistrée. Poids 233.4 kg, volume 471.9 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",dchet identif san localis enregistr poid volum non conducteur tr rigid ncessit manipul prcaution,dchets identifis sans localisation enregistre poids volume non conducteur trs rigide ncessite manipulation prcaution
38.51402092378829,57.26932493164575,0.0,,4.0,3.851402092378829,Plastique,Collecte_Citoyenne,"Plastique de tri sélectif lors d'une collecte citoyenne. Masse 38.5 kg. Matériau semi-rigide, faible conductivité. Poids anormalement élevé pour cette catégorie.",slectif lor dun citoyen mass matriau semirigid faibl conductiv poid anormal lev catgor,slectif lors dune citoyenne masse matriau semirigide faible conductivit poids anormalement lev catgorie
,356.54471671091096,0.0,0.0794327665008165,8.0,5.077611719558298,Verre,Collecte_Citoyenne,Lot de verre trié lors d'une collecte citoyenne. Masse non mesuré kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Poids anormalement élevé pour cette catégorie.,lot lor dun citoyen mass non mesur matriau lourd extrmement rigid aspect lgrement translucid poid anormal lev catgor,lot lors dune citoyenne masse non mesur matriau lourd extrmement rigide aspect lgrement translucide poids anormalement lev catgorie
,325.25829955915566,0.0,0.1127930184037672,8.0,4.7060221135460045,Verre,Usine_A,"Bris de verre ou contenants provenant de l'Usine A. Masse non mesuré kg. Matériau dense, rigidité élevée, transparence partielle. Traces d'humidité détectées.",bris conten proven lusin mass non mesur matriau dens rigid lev transparent partiel trac dhumid dtect,bris contenants provenant lusine masse non mesur matriau dense rigidit leve transparence partielle traces dhumidit dtectes
11.767135578787368,1.9033110852868376,0.0,1.0,1.0,0.5883567789393684,Papier,Usine_B,"Collecte de déchets papier en provenance de l'Usine B. Masse 11.8 kg. Matériau souple, sans conductivité électrique. Surface très opaque.",dchet proven lusin mass matriau soupl san conductiv lectriqu surfac tr opaqu,dchets provenance lusine masse matriau souple sans conductivit lectrique surface trs opaque
16.09111366265548,50.39350977273257,,1.0,2.0,0.804555683132774,Papier,,"Feuilles et cartons collectés à l'emplacement non spécifié. Masse totale 16.1 kg. Matériau léger, souple et opaque. Acheminement prioritaire demandé.",feuill carton collect lemplac non spcif mass total matriau lger soupl opaqu achemin prioritair demand,feuilles cartons collects lemplacement non spcifi masse totale matriau lger souple opaque acheminement prioritaire demand
14.960136793416911,59.51915636463434,0.0,1.0,3.0,0.7480068396708457,Papier,Collecte_Citoyenne,"Feuilles et cartons collectés issu de la collecte citoyenne. Masse totale 15.0 kg. Matériau léger, souple et opaque. Lot conforme aux standards de tri.",feuill carton collect issu citoyen mass total matriau lger soupl opaqu lot conform standard,feuilles cartons collects issu citoyenne masse totale matriau lger souple opaque lot conforme standards
83.44220349312167,177.99721177891402,0.9115484531900876,1.0,10.0,25.0326610479365,Métal,Centre_Tri,"Métal de récupération depuis le Centre de Tri. Masse 83.4 kg. Forte conductivité (0.912), rigidité élevée. Bonne valeur marchande.",mtal rcuprat depuis centr mass fort conductiv rigid lev bon valeur marchand,mtal rcupration depuis centre masse forte conductivit rigidit leve bonne valeur marchande
19.62753845673544,35.44830335179871,0.0,0.3135103623194898,,1.962753845673544,Plastique,Collecte_Citoyenne,"Plastique de tri sélectif lors d'une collecte citoyenne. Masse 19.6 kg. Matériau de rigidité non mesurée, faible conductivité. Poids anormalement élevé pour cette catégorie.",slectif lor dun citoyen mass matriau rigid non mesur faibl conductiv poid anormal lev catgor,slectif lors dune citoyenne masse matriau rigidit non mesure faible conductivit poids anormalement lev catgorie
32.2599727409403,81.31489423983487,0.0,,5.0,3.22599727409403,Plastique,,"Déchet plastique collecté dans un site non renseigné. Poids 32.3 kg, volume 81.3 L. Rigidité rigide, non conducteur. Surface indéterminée.",dchet collect sit non renseign poid volum rigid rigid non conducteur surfac indtermin,dchet collect site non renseign poids volume rigidit rigide non conducteur surface indtermine
23.829095917131248,22.48135100321859,0.0,0.3951239203234952,4.0,,Plastique,Usine_B,"Déchets plastiques divers en provenance de l'Usine B. Poids estimé 23.8 kg. Opacité légèrement translucide, souplesse variable. Légère contamination observée.",dchet plastiqu diver proven lusin poid estim opac lgrement translucid soupless variabl lgre contamin observ,dchets plastiques divers provenance lusine poids estim opacit lgrement translucide souplesse variable lgre contamination observe
12.038030378805654,6.79624536401499,0.0,1.0,3.0,0.6019015189402828,Papier,Collecte_Citoyenne,"Déchet de type papier identifié issu de la collecte citoyenne. Volume estimé 6.8 L, poids 12.0 kg. Texture semi-rigide, très opaque.",dchet typ identif issu citoyen volum estim poid textur semirigid tr opaqu,dchet type identifi issu citoyenne volume estim poids texture semirigide trs opaque
62.609494937543545,143.37642881993563,0.9834791226171063,1.0,9.0,18.782848481263063,Métal,Collecte_Citoyenne,"Métal de récupération lors d'une collecte citoyenne. Masse 62.6 kg. Forte conductivité (0.983), rigidité élevée. Bonne valeur marchande.",mtal rcuprat lor dun citoyen mass fort conductiv rigid lev bon valeur marchand,mtal rcupration lors dune citoyenne masse forte conductivit rigidit leve bonne valeur marchande
,117.80468459946516,,1.0,9.0,15.404529012442502,Métal,Centre_Tri,Déchets métalliques triés au Centre de Tri. Poids non mesuré kg. Conductivité mesurée : non mesurée. Matériau dense et résistant. Étiquetage absent sur le conteneur.,dchet mtalliqu tris centr poid non mesur conductiv mesur non mesur matriau dens rsist tiquetag absent,dchets mtalliques tris centre poids non mesur conductivit mesure non mesure matriau dense rsistant tiquetage absent
17.83170065259511,52.29976482729548,0.0,1.0,,0.8915850326297555,Papier,Usine_B,"Lot de papier récupéré en provenance de l'Usine B. Poids léger de 17.8 kg, volume moyen. Matériau souple, non conducteur, aspect très opaque. Bon état général.",lot rcupr proven lusin poid lger volum moyen matriau soupl non conducteur aspect tr opaqu bon tat gnral,lot rcupr provenance lusine poids lger volume moyen matriau souple non conducteur aspect trs opaque bon tat gnral
34.95892078317942,80.78504541395755,0.9538985866383872,1.0,8.0,10.487676234953826,Métal,Centre_Tri,"Lot métallique au centre de tri municipal. Poids 35.0 kg, volume 80.8 L. Conducteur, très rigide. Aspect très opaque. Odeur inhabituelle signalée par l'agent.",lot mtalliqu centr municipal poid volum conducteur tr rigid aspect tr opaqu odeur inhabituel signal lagent,lot mtallique centre municipal poids volume conducteur trs rigide aspect trs opaque odeur inhabituelle signale lagent
18.20291003474576,20.110137509685565,0.0,1.0,3.0,0.9101455017372878,Papier,Collecte_Citoyenne,"Lot de papier récupéré issu de la collecte citoyenne. Poids léger de 18.2 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",lot rcupr issu citoyen poid lger volum pet matriau soupl non conducteur aspect tr opaqu bon tat gnral,lot rcupr issu citoyenne poids lger volume petit matriau souple non conducteur aspect trs opaque bon tat gnral
39.87493005700723,95.0339478740526,0.0,0.2349160718358701,4.0,3.9874930057007214,Plastique,Usine_A,"Plastique de tri sélectif provenant de l'Usine A. Masse 39.9 kg. Matériau semi-rigide, faible conductivité. Aucune anomalie signalée.",slectif proven lusin mass matriau semirigid faibl conductiv aucun anomal signal,slectif provenant lusine masse matriau semirigide faible conductivit aucune anomalie signale
14.669601006763417,5.118878018277702,0.0,1.0,3.0,0.7334800503381709,Papier,Collecte_Citoyenne,"Papier usagé lors d'une collecte citoyenne. Poids relevé : 14.7 kg. Faible rigidité, non conducteur. Traces d'humidité détectées.",usag lor dun citoyen poid relev faibl rigid non conducteur trac dhumid dtect,usag lors dune citoyenne poids relev faible rigidit non conducteur traces dhumidit dtectes
12.704199069908544,50.24267733286397,0.0,0.3817071888876399,3.0,1.2704199069908544,Plastique,Collecte_Citoyenne,"Emballages plastiques récupérés via la collecte citoyenne. Masse 12.7 kg, volume 50.2 L. semi-rigide, non conducteur.",emballag plastiqu rcupr vi citoyen mass volum semirigid non conducteur,emballages plastiques rcuprs via citoyenne masse volume semirigide non conducteur
40.0629280921444,68.58801879382582,0.0,0.3018562619055055,3.0,4.0062928092144405,Plastique,Centre_Tri,"Lot plastique au centre de tri municipal. Volume 68.6 L, poids 40.1 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",lot centr municipal volum poid aspect lgrement translucid rigid moyen aucun trac mtal,lot centre municipal volume poids aspect lgrement translucide rigidit moyenne aucune trace mtal
251.6963481665497,491.3044067704652,0.0,0.1588578899932925,10.0,9999.0,Verre,Usine_A,"Déchets en verre identifiés à l'Usine A. Poids 251.7 kg, volume 491.3 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",dchet identif lusin poid volum non conducteur tr rigid ncessit manipul prcaution,dchets identifis lusine poids volume non conducteur trs rigide ncessite manipulation prcaution
15.84864642195187,33.485171226816725,0.0,1.0,3.0,0.7924323210975935,Papier,Usine_A,"Papier usagé à l'Usine A. Poids relevé : 15.8 kg. Faible rigidité, non conducteur. Volume surestimé, vérification recommandée.",usag lusin poid relev faibl rigid non conducteur volum surestim vrifiqu recommand,usag lusine poids relev faible rigidit non conducteur volume surestim vrification recommande
182.597693624187,362.0818425405324,,0.1148946226359823,8.0,5.47793080872561,Verre,Centre_Tri,"Déchets en verre identifiés au Centre de Tri. Poids 182.6 kg, volume 362.1 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",dchet identif centr poid volum non conducteur tr rigid ncessit manipul prcaution,dchets identifis centre poids volume non conducteur trs rigide ncessite manipulation prcaution
17.580623642888455,44.67112011476039,0.0,,1.0,0.8790311821444228,Papier,Usine_A,"Lot de papier récupéré provenant de l'Usine A. Poids léger de 17.6 kg, volume petit. Matériau souple, non conducteur, aspect indéterminée. Bon état général.",lot rcupr proven lusin poid lger volum pet matriau soupl non conducteur aspect indtermin bon tat gnral,lot rcupr provenant lusine poids lger volume petit matriau souple non conducteur aspect indtermine bon tat gnral
196.3044945889133,413.3074077194386,0.0,0.1046130849538238,8.0,5.889134837667399,Verre,Usine_A,"Bris de verre ou contenants à l'Usine A. Masse 196.3 kg. Matériau dense, rigidité élevée, transparence partielle. Matériau mélangé à d'autres déchets.",bris conten lusin mass matriau dens rigid lev transparent partiel matriau mlang dautr dchet,bris contenants lusine masse matriau dense rigidit leve transparence partielle matriau mlang dautres dchets
171.89390043967384,362.7401396325759,,0.1633198878943154,10.0,5.156817013190215,Verre,,"Déchets en verre identifiés dans un site non renseigné. Poids 171.9 kg, volume 362.7 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",dchet identif sit non renseign poid volum non conducteur tr rigid ncessit manipul prcaution,dchets identifis site non renseign poids volume non conducteur trs rigide ncessite manipulation prcaution
17.762665761737203,41.43634054305746,0.0,1.0,1.0,0.8881332880868602,Papier,,"Déchet de type papier identifié dans un site non renseigné. Volume estimé 41.4 L, poids 17.8 kg. Texture souple, très opaque.",dchet typ identif sit non renseign volum estim poid textur soupl tr opaqu,dchet type identifi site non renseign volume estim poids texture souple trs opaque
75.77389561007499,134.67689197524055,0.9005440780184959,1.0,7.0,22.732168683022497,Métal,Usine_B,"Ferraille ou métal collecté à l'Usine B. Masse 75.8 kg. Haute conductivité électrique, matériau rigide. Prix revente estimé.",ferraill mtal collect lusin mass haut conductiv lectriqu matriau rigid prix revent estim,ferraille mtal collect lusine masse haute conductivit lectrique matriau rigide prix revente estim
17.894988409306315,3.52176370759679,,0.4127429918752696,3.0,1.7894988409306316,Plastique,Collecte_Citoyenne,"Déchets plastiques divers lors d'une collecte citoyenne. Poids estimé 17.9 kg. Opacité semi-opaque, souplesse variable. Traces d'humidité détectées.",dchet plastiqu diver lor dun citoyen poid estim opac semiopaqu soupless variabl trac dhumid dtect,dchets plastiques divers lors dune citoyenne poids estim opacit semiopaque souplesse variable traces dhumidit dtectes
187.06843674325697,389.5541773642533,0.0,,9.0,5.6120531022977085,Verre,Collecte_Citoyenne,"Verre recyclable lors d'une collecte citoyenne. Poids 187.1 kg, volume 389.6 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",recycl lor dun citoyen poid volum rigid extrmement rigid faibl conductiv surfac liss,recyclable lors dune citoyenne poids volume rigidit extrmement rigide faible conductivit surface lisse
42.14722059686548,66.67716830396574,0.0,0.4774870429613354,5.0,4.214722059686548,Plastique,Centre_Tri,"Déchets plastiques divers au Centre de Tri. Poids estimé 42.1 kg. Opacité semi-opaque, souplesse variable. Volume surestimé, vérification recommandée.",dchet plastiqu diver centr poid estim opac semiopaqu soupless variabl volum surestim vrifiqu recommand,dchets plastiques divers centre poids estim opacit semiopaque souplesse variable volume surestim vrification recommande
59.80883774267448,140.70557980233124,0.9482921822278092,1.0,9.0,17.94265132280234,Métal,Usine_B,"Ferraille ou métal collecté en provenance de l'Usine B. Masse 59.8 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraill mtal collect proven lusin mass haut conductiv lectriqu matriau extrmement rigid prix revent estim,ferraille mtal collect provenance lusine masse haute conductivit lectrique matriau extrmement rigide prix revente estim
52.68907464118279,113.45456045595168,0.8623444135591096,1.0,7.0,15.806722392354835,Métal,Centre_Tri,"Métal de récupération au centre de tri municipal. Masse 52.7 kg. Forte conductivité (0.862), rigidité élevée. Bonne valeur marchande.",mtal rcuprat centr municipal mass fort conductiv rigid lev bon valeur marchand,mtal rcupration centre municipal masse forte conductivit rigidit leve bonne valeur marchande
,112.85112665043069,0.8409089186338927,1.0,8.0,15.764134352973205,Métal,Collecte_Citoyenne,"Lot métallique issu de la collecte citoyenne. Poids non mesuré kg, volume 112.9 L. Conducteur, très rigide. Aspect très opaque. Volume surestimé, vérification recommandée.",lot mtalliqu issu citoyen poid non mesur volum conducteur tr rigid aspect tr opaqu volum surestim vrifiqu recommand,lot mtallique issu citoyenne poids non mesur volume conducteur trs rigide aspect trs opaque volume surestim vrification recommande
194.36939477239176,,0.0,0.0684163497431814,9.0,5.831081843171752,Verre,Centre_Tri,Lot de verre trié au Centre de Tri. Masse 194.4 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Matériau mélangé à d'autres déchets.,lot centr mass matriau lourd extrmement rigid aspect lgrement translucid matriau mlang dautr dchet,lot centre masse matriau lourd extrmement rigide aspect lgrement translucide matriau mlang dautres dchets
