Poids,Volume,Conductivite,Opacite,Rigidite,Prix_Revente,Categorie,Rapport_Collecte,Densite,Ratio_Prix_Poids,Poids_Volume_Log,src_Centre_Tri,src_Collecte_Citoyenne,src_Usine_A,src_Usine_B,src_nan
-0.8546318431380383,-0.8694539526466427,-0.5499211374365451,-0.03086350340708176,-0.9359812995108955,-0.8439369036282474,,"Lot de déchets non identifiés à l'Usine A. Masse 14.1 kg. Comportement physique atypique, classification incertaine. Acheminement prioritaire demandé.",-0.1267412508972233,-0.5916273038881988,-1.1619195684380679,False,False,True,False,False
1.205375175651509,1.546190802362597,-0.5499211374365451,-0.19233597771383826,1.3304143068319114,-0.2776844664453747,,"Déchet inclassifiable détecté depuis l'Usine B. Masse estimée 154.9 kg. Agent de tri recommande contrôle visuel supplémentaire. Volume surestimé, vérification recommandée.",-0.17758190578038627,-0.7653532437903926,1.2987536402555295,False,False,False,True,False
1.5231966056561599,1.4155447632563007,-0.5499211374365451,-0.18613248466997828,0.6828727050196809,-0.18405617641096378,,Déchet inclassifiable détecté depuis le Centre de Tri. Masse estimée 176.7 kg. Agent de tri recommande contrôle visuel supplémentaire. Acheminement prioritaire demandé.,-0.09697181368200639,-0.7653532435835786,1.3390013572364403,True,False,False,False,False
-0.9480300359788103,-0.8081053993688097,-0.5499211374365451,-0.03086350340708176,-0.9359812995108955,-0.8897944841353143,,"Déchet non catégorisé collecté à l'Usine B. Poids 7.8 kg, volume -6.6 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.38758981464027153,-0.5916273291966568,-1.3358276468201549,False,False,False,True,False
-0.2549474922050866,-0.3114430252564787,-0.5499211374365451,-0.13314991950771504,-0.2884396976986649,-0.15352560556497513,,"Lot de déchets non identifiés en provenance de l'Usine B. Masse 55.1 kg. Comportement physique atypique, classification incertaine. Volume surestimé, vérification recommandée.",-0.09165690687537756,-0.1573123665506769,0.165077577323601,False,False,False,True,False
-0.5319345716379869,-0.2364701429447905,-0.5499211374365451,-0.1726544836603883,-0.6122104986047802,-0.4255213885276334,,"Déchet non catégorisé collecté depuis le Centre de Tri. Poids 36.2 kg, volume 113.5 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.2881778721156118,-0.1573123747938617,0.0005881537113489216,True,False,False,False,False
-0.4968069855864993,-0.45571246275768723,-0.5499211374365451,-0.17719746203124376,-0.2884396976986649,-0.3910268002196719,,"Matériau inconnu à l'Usine A. Poids 38.6 kg, volume 84.1 L. Propriétés mixtes. Orientation vers tri manuel.",-0.1595362705254768,-0.1573123733006498,-0.11764519548231822,False,False,True,False,False
-0.42949206921105576,-0.45511737247854633,1.758330277101402,-0.03086350340708176,1.3304143068319114,0.9161655910782681,,"Déchet non catégorisé collecté à l'Usine A. Poids 43.2 kg, volume 84.2 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.10974157961650001,1.5799472783497108,-0.06068178342097505,False,False,True,False,False
-0.17404296058615396,0.07406116094812329,1.9142878788684514,-0.03086350340708176,0.6828727050196809,1.6687033677478296,,"Déchet non catégorisé collecté depuis l'Usine B. Poids 60.7 kg, volume 155.2 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.2220380108779099,1.579947295716914,0.4164154095052803,False,False,False,True,False
-0.6569537969283957,-0.7032837620157482,-0.5499211374365451,-0.1682106205495906,-0.9359812995108955,-0.5933057025948344,,"Déchet non catégorisé collecté depuis l'Usine B. Poids non mesuré kg, volume 50.9 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.08193315839576318,-0.25576568648402265,-0.536911872371077,False,False,False,True,False
-0.11512696800513852,-0.0961835377658355,1.8979033169826731,-0.03086350340708176,0.35910190411356563,1.8422663537604407,,"Déchet non catégorisé collecté au centre de tri municipal. Poids 64.7 kg, volume 132.4 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.13213854911227874,1.5799472983917775,0.368782984019654,True,False,False,False,False
-0.8650841754787387,-0.7180321978849953,-0.5499211374365451,-0.03086350340708176,-1.2597521004170107,-0.8490688944861159,,"Lot de déchets non identifiés en provenance de l'Usine A. Masse 13.4 kg. Comportement physique atypique, classification incertaine. Lot conforme aux standards de tri.",-0.32891110339504703,-0.5916273055239725,-0.9189733214728742,False,False,True,False,False
1.8066124680739255,1.9712091158609821,-0.5499211374365451,-0.18766316109082865,1.3304143068319114,-0.10056356055301147,,Déchet inclassifiable détecté via la collecte citoyenne. Masse estimée 196.0 kg. Agent de tri recommande contrôle visuel supplémentaire. Odeur inhabituelle signalée par l'agent.,-0.14162777671585086,-0.7653532434378149,1.4919570973625622,False,True,False,False,False
2.000306777706864,2.1730930590310367,-0.5499211374365451,-0.1949583505053976,1.006643505925796,-0.04350237685604586,,Déchet inclassifiable détecté depuis l'Usine B. Masse estimée 209.3 kg. Agent de tri recommande contrôle visuel supplémentaire. Étiquetage absent sur le conteneur.,-0.14104158081148774,-0.7653532433537197,1.5568570429574553,False,False,False,True,False
-0.91609660667243,-0.8298909950969104,-0.5499211374365451,-0.03086350340708176,-0.9359812995108955,-0.8741154890633154,,"Déchet non catégorisé collecté au Centre de Tri. Poids 9.9 kg, volume 33.9 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.3117566204906056,-0.5916273168838037,-1.2531365948609476,True,False,False,False,False
1.4595754844356483,1.4494544267349,-0.5499211374365451,-0.17819628543172839,1.006643505925796,-0.20279857773318197,,"Déchet inclassifiable détecté en provenance de l'Usine B. Masse estimée 172.3 kg. Agent de tri recommande contrôle visuel supplémentaire. État dégradé, recyclage partiel possible.",-0.11520759343193758,-0.7653532436208039,1.3332626541364012,False,False,False,True,False
-0.19051108829608426,-0.32174565621161816,1.7379129033694587,-0.03086350340708176,1.3304143068319114,1.6201892496933443,,"Lot de déchets non identifiés lors d'une collecte citoyenne. Masse 59.5 kg. Comportement physique atypique, classification incertaine. Volume surestimé, vérification recommandée.",-0.045406243155739594,1.5799472949045215,0.19688432820053886,False,True,False,False,False
1.6483671341210033,1.5228990602293893,-0.5499211374365451,-0.1858033120084222,1.006643505925796,-0.1471816882976375,,"Matériau inconnu via la collecte citoyenne. Poids 185.2 kg, volume 349.7 L. Propriétés mixtes. Orientation vers tri manuel.",-0.09444182582005757,-0.7653532435154428,1.3838348466640582,False,True,False,False,False
-0.8638591053424447,-1.05829517204801,-0.5499211374365451,-0.03086350340708176,-1.2597521004170107,-0.8526690046263852,,"Lot de déchets non identifiés à l'Usine B. Masse non mesuré kg. Comportement physique atypique, classification incertaine. État dégradé, recyclage partiel possible.",3.250916023493647,-0.6104393573474638,-2.267421903037966,False,False,False,True,False
-0.5817555931643211,-0.8065308359561887,-0.5499211374365451,-0.11453830909852535,-0.2884396976986649,-0.4744446371708521,,"Matériau inconnu depuis l'Usine B. Poids non mesuré kg, volume 37.0 L. Propriétés mixtes. Orientation vers tri manuel.",0.2323198638473887,-0.15731237728672515,-0.6107937770988571,False,False,False,True,False
-0.4943506353259132,-0.28533903137521927,-0.5499211374365451,-0.10476114971479608,-0.6122104986047802,-0.3886147132958829,,"Matériau inconnu en provenance de l'Usine A. Poids 38.8 kg, volume 107.0 L. Propriétés mixtes. Orientation vers tri manuel.",-0.24817205435253187,-0.15731237320315508,0.00513759588550015,False,False,True,False,False
-0.9520547669453163,-0.9522348580213316,-0.5499211374365451,-0.03086350340708176,-1.583522901323126,-0.8917705868703049,,"Déchet non catégorisé collecté depuis l'Usine B. Poids 7.5 kg, volume 17.5 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.18796395477887579,-0.5916273312587185,-1.7257979355036839,False,False,False,True,False
-0.10602442728889161,-0.14739393380764274,2.073920840429258,-0.03086350340708176,1.006643505925796,1.869081893613065,,"Déchet non catégorisé collecté lors d'une collecte citoyenne. Poids 65.3 kg, volume 125.5 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.10300362277664661,1.5799472987756227,0.34683847365997394,False,True,False,False,False
-0.7848539529070845,-0.8937796406904618,-0.5499211374365451,-0.03086350340708176,-0.9359812995108955,-0.8096766559558493,,"Lot de déchets non identifiés issu de la collecte citoyenne. Masse 18.9 kg. Comportement physique atypique, classification incertaine. Matériau mélangé à d'autres déchets.",0.10486175350915124,-0.5916272961358826,-1.077104643883241,False,True,False,False,False
-0.3648525325031992,-0.372940155312627,-0.5499211374365451,-0.13190398130274314,-0.9359812995108955,-0.2614501612829951,,"Matériau inconnu à l'emplacement non spécifié. Poids 47.6 kg, volume 95.2 L. Propriétés mixtes. Orientation vers tri manuel.",-0.1217047165077058,-0.15731236903692752,0.04990340651821521,False,False,False,False,True
0.24890093680747755,0.24936578122670128,1.7112679338226622,-0.03086350340708176,0.6828727050196809,2.905748707259739,,"Déchet inclassifiable détecté provenant de l'Usine A. Masse estimée 89.6 kg. Agent de tri recommande contrôle visuel supplémentaire. Volume surestimé, vérification recommandée.",-0.12073457383267583,1.5739242422847484,0.6827222298503388,False,False,True,False,False
-0.5928022331851283,-0.5976923011037036,-0.5499211374365451,-0.1327151053222038,-0.6122104986047802,-0.48529221716526105,,"Déchet inclassifiable détecté en provenance de l'Usine A. Masse estimée 32.0 kg. Agent de tri recommande contrôle visuel supplémentaire. Volume surestimé, vérification recommandée.",-0.1287337028500309,-0.15731237791125155,-0.33991858925267576,False,False,True,False,False
-0.8005430542332568,-0.6927228843597484,-0.5499211374365451,-0.03086350340708176,-0.9359812995108955,-0.8173798481190535,,"Lot de déchets non identifiés à l'Usine B. Masse 17.8 kg. Comportement physique atypique, classification incertaine. État dégradé, recyclage partiel possible.",-0.26781039725100786,-0.5916272975175508,-0.7429319457828348,False,False,False,True,False
-0.30993725943671524,-0.29877544543461787,1.8410450929162905,-0.03086350340708176,0.35910190411356563,1.2683669012415564,,"Déchet non catégorisé collecté au centre de tri municipal. Poids 51.4 kg, volume 105.2 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.13238981326655985,1.5799472879477228,0.13783036742537833,True,False,False,False,False
-0.4240397715931918,-0.8373995099232151,-0.5499211374365451,-0.1300472736684018,-0.6122104986047802,-0.31957084861123003,,Déchet inclassifiable détecté issu de la collecte citoyenne. Masse estimée 43.6 kg. Agent de tri recommande contrôle visuel supplémentaire. Étiquetage absent sur le conteneur.,0.6358775365735516,-0.15731237073105325,-0.5277738889382455,False,True,False,False,False
1.5613589933903125,1.5063777075176281,-0.5499211374365451,-0.19255005724153618,1.3304143068319114,-0.1728137655164983,,"Déchet non catégorisé collecté en provenance de l'Usine A. Poids 179.3 kg, volume 347.4 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.10705793502304221,-0.7653532435621161,1.364271841691402,False,False,True,False,False
-0.000568826578717247,-0.075560609415291,1.9880522977973185,-0.03086350340708176,1.3304143068319114,2.179747778191734,,"Déchet non catégorisé collecté via la collecte citoyenne. Poids non mesuré kg, volume 135.1 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.08811120286307704,1.5799473027423707,0.4364842320271436,False,True,False,False,False
2.367304354074059,2.454385137145216,-0.5499211374365451,-0.18193209238557717,1.006643505925796,0.06461291140985483,,"Déchet non catégorisé collecté en provenance de l'Usine A. Poids 234.4 kg, volume 475.9 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.12749244841414992,-0.7653532432204383,1.6552230678215731,False,False,True,False,False
-0.8255525561955218,-0.6861158808857346,-0.5499211374365451,-0.03086350340708176,-1.2597521004170107,-0.8296592639706154,,"Déchet non catégorisé collecté en provenance de l'Usine B. Poids 16.1 kg, volume 53.2 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.30255005664637785,-0.5916273001000506,-0.7850064773905198,False,False,False,True,False
0.14041993901142852,0.3474328425113831,1.9669364268426701,-0.03086350340708176,1.006643505925796,2.595092238635278,,Déchet inclassifiable détecté depuis l'Usine B. Masse estimée 82.1 kg. Agent de tri recommande contrôle visuel supplémentaire. Étiquetage absent sur le conteneur.,-0.1877869413010736,1.5799473069582342,0.6750137691865106,False,False,False,True,False
-0.7347251147818079,-0.8629187203747228,-0.5499211374365451,-0.11254678946072585,-0.6122104986047802,-0.6246576539186274,,"Matériau inconnu au centre de tri municipal. Poids 22.3 kg, volume 29.5 L. Propriétés mixtes. Orientation vers tri manuel.",0.11526310202474102,-0.15731238969181865,-0.9178137348367712,True,False,False,False,False
-0.2832970484567792,-0.2927929683943769,1.7585600633347758,-0.03086350340708176,1.3304143068319114,1.3468473674634485,,"Matériau inconnu via la collecte citoyenne. Poids 53.2 kg, volume 106.0 L. Propriétés mixtes. Orientation vers tri manuel.",-0.12000724864794818,1.579947289684611,0.15911761663982169,False,True,False,False,False
2.0819903033699654,1.8882143747394102,-0.5499211374365451,-0.1976117600011157,1.006643505925796,-0.01943889935011986,,"Déchet non catégorisé collecté à l'emplacement non spécifié. Poids 214.9 kg, volume 398.7 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.08599294557839669,-0.7653532433213622,1.5241264297381552,False,False,False,False,True
1.1170545141295076,1.3322309233934337,-0.5499211374365451,-0.17810359597987385,1.006643505925796,-0.30370320442944315,,"Déchet non catégorisé collecté au Centre de Tri. Poids 148.9 kg, volume 324.1 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.158948536777955,-0.7653532438585797,1.236226455752261,True,False,False,False,False
-0.5805415430933958,-0.6098212873964702,-0.5499211374365451,-0.11682811240054357,-0.9359812995108955,-0.47325246423530104,,"Matériau inconnu à l'Usine B. Poids 32.9 kg, volume 63.4 L. Propriétés mixtes. Orientation vers tri manuel.",-0.10499238224521164,-0.15731237721983804,-0.3396750138314489,False,False,False,True,False
-0.8510267939255848,-0.7226366246871688,-0.5499211374365451,-0.03086350340708176,-1.583522901323126,-0.8421668604457858,,"Lot de déchets non identifiés depuis le Centre de Tri. Masse 14.4 kg. Comportement physique atypique, classification incertaine. Matériau mélangé à d'autres déchets.",-0.3074091196466713,-0.5916273033617095,-0.890704979354975,True,False,False,False,False
-0.8574309154776606,-0.8921218845175035,-0.5499211374365451,-0.03086350340708176,-1.583522901323126,-0.8453112202103483,,"Matériau inconnu issu de la collecte citoyenne. Poids 13.9 kg, volume 25.5 L. Propriétés mixtes. Orientation vers tri manuel.",-0.0795145912598687,-0.591627304309815,-1.2250491733643905,False,True,False,False,False
-0.6244763855791893,-0.557405015644748,-0.5499211374365451,-0.1661856936959333,-0.9359812995108955,-0.5163956025568825,,"Déchet non catégorisé collecté au Centre de Tri. Poids 29.9 kg, volume 70.5 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.19165542116446266,-0.15731237987704244,-0.3349754590820712,True,False,False,False,False
1.7636233976651847,1.9298470473995597,-0.5499211374365451,-0.19688420592675412,1.3304143068319114,-0.11322788325925708,,Déchet inclassifiable détecté en provenance de l'Usine B. Masse estimée 193.1 kg. Agent de tri recommande contrôle visuel supplémentaire. Étiquetage absent sur le conteneur.,-0.1422707692987799,-0.765353243458043,1.4775394241369353,False,False,False,True,False
-0.56874887466993,-0.6724092697378697,-0.5499211374365451,-0.15357526778234698,-0.6122104986047802,2.905748707259739,,"Déchet non catégorisé collecté issu de la collecte citoyenne. Poids 33.7 kg, volume 55.0 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.018882100556812515,5.888688773491019,-0.3987599333625461,False,True,False,False,False
-0.09804972473448167,-0.2162314552673775,1.6265691960682147,-0.03086350340708176,1.3304143068319114,1.8925748897804893,,"Matériau inconnu en provenance de l'Usine B. Poids 65.8 kg, volume 116.2 L. Propriétés mixtes. Orientation vers tri manuel.",-0.06071334893685381,1.579947299105947,0.31264959244194873,False,False,False,True,False
-0.5166523838340648,-0.42804868744983443,-0.5499211374365451,-0.12855172756482672,-0.6122104986047802,-0.4105145851575251,,"Déchet non catégorisé collecté dans un site non renseigné. Poids 37.2 kg, volume 87.8 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.19153791694619018,-0.15731237412057827,-0.11392674961426139,False,False,False,False,True
-0.9520433832609346,-0.8577847189135244,-0.5499211374365451,-0.03086350340708176,-1.583522901323126,-0.8917649975948905,,"Matériau inconnu issu de la collecte citoyenne. Poids 7.5 kg, volume non mesuré L. Propriétés mixtes. Orientation vers tri manuel.",-0.3531822313953731,-0.5916273312526721,-1.4536724498046774,False,True,False,False,False
-0.6139813082989135,-0.7376410964272633,-0.5499211374365451,-0.1668105242143885,-0.9359812995108955,-0.5060896461637298,,Déchet inclassifiable détecté en provenance de l'Usine B. Masse estimée 30.6 kg. Agent de tri recommande contrôle visuel supplémentaire. Odeur inhabituelle signalée par l'agent.,0.026096492723854725,-0.1573123791948563,-0.5339161701203552,False,False,False,True,False
-0.6060178645220848,-0.6302566466684778,1.8384139310308067,-0.03086350340708176,1.006643505925796,0.39613116917996344,,"Matériau inconnu via la collecte citoyenne. Poids 31.1 kg, volume 60.7 L. Propriétés mixtes. Orientation vers tri manuel.",-0.10983628078708912,1.5799472549643214,-0.38913230723092146,False,True,False,False,False
-0.3139018532342647,-0.2040736326616827,-0.5499211374365451,-0.1349869480777325,-0.6122104986047802,-0.2114176112860545,,"Lot de déchets non identifiés au centre de tri municipal. Masse 51.1 kg. Comportement physique atypique, classification incertaine. État dégradé, recyclage partiel possible.",-0.1828648487741673,-0.15731236779342997,0.19239983372516692,True,False,False,False,False
-0.1818638719285843,-0.036929710590606714,1.8471101486869375,-0.03086350340708176,0.7476268652009037,1.6456634312812488,,"Matériau inconnu issu de la collecte citoyenne. Poids 60.1 kg, volume 140.3 L. Propriétés mixtes. Orientation vers tri manuel.",-0.18743389347631575,1.5799472953348916,0.3613648313319083,False,True,False,False,False
-0.11512696800513852,-0.0961835377658355,1.8979033169826731,-0.03086350340708176,0.35910190411356563,1.8422663537604407,,"Lot de déchets non identifiés au centre de tri municipal. Masse 64.7 kg. Comportement physique atypique, classification incertaine. Étiquetage absent sur le conteneur.",-0.13213854911227874,1.5799472983917775,0.368782984019654,True,False,False,False,False
0.8705872403039061,0.9543813121743583,-0.5499211374365451,-0.19780984353253003,1.3304143068319114,-0.37631098735143276,,"Déchet non catégorisé collecté en provenance de l'Usine A. Poids 132.1 kg, volume 273.4 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.13726327733049218,-0.7653532440818356,1.0906283528885805,False,False,True,False,False
-0.8352284194931576,-0.8877214745976524,-0.5499211374365451,-0.03086350340708176,-0.9359812995108955,-0.8344100162780307,,"Lot de déchets non identifiés à l'emplacement non spécifié. Masse 15.5 kg. Comportement physique atypique, classification incertaine. Poids anormalement élevé pour cette catégorie.",-0.03750563293864975,-0.5916273012523969,-1.1619188230584139,False,False,False,False,True
1.630501919773374,1.3988748669514632,-0.5499211374365451,9.847609253667422,1.006643505925796,-0.15244467346022492,,"Matériau inconnu depuis l'Usine B. Poids 184.0 kg, volume 333.0 L. Propriétés mixtes. Orientation vers tri manuel.",-0.0734919689037776,-0.76535324352478,1.3560486555272926,False,False,False,True,False
1.8066124680739255,1.9712091158609821,-0.5499211374365451,-0.18766316109082865,1.3304143068319114,-0.10056356055301147,,Déchet inclassifiable détecté via la collecte citoyenne. Masse estimée 196.0 kg. Agent de tri recommande contrôle visuel supplémentaire. Poids anormalement élevé pour cette catégorie.,-0.14162777671585086,-0.7653532434378149,1.4919570973625622,False,True,False,False,False
-0.06547469609537296,-0.04049459790051427,1.6111354581486343,-0.03086350340708176,0.6828727050196809,1.988538973425103,,"Déchet non catégorisé collecté lors d'une collecte citoyenne. Poids 68.1 kg, volume 139.8 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.13383638622563873,1.5799473004003175,0.4219879844814761,False,True,False,False,False
0.14535633278086618,0.1468607662569379,1.8191834463190042,-0.03086350340708176,0.35910190411356563,2.6096345590685552,,"Déchet non catégorisé collecté depuis le Centre de Tri. Poids 82.5 kg, volume 165.0 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",-0.12175842160933778,1.5799473070879944,0.6012526454880625,True,False,False,False,False
-0.17804008800001916,-0.4686811143737852,1.6069716715821576,-0.03086350340708176,0.6828727050196809,1.656928069750951,,"Déchet non catégorisé collecté lors d'une collecte citoyenne. Poids 60.4 kg, volume 82.4 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",0.09231552947416384,1.5799472955225142,0.09635981058931163,False,True,False,False,False
-0.9433704125270465,-0.7270648545010737,-0.5499211374365451,-0.03086350340708176,-1.2597521004170107,-0.8875066555267226,,"Déchet inclassifiable détecté via la collecte citoyenne. Masse estimée 8.1 kg. Agent de tri recommande contrôle visuel supplémentaire. Volume surestimé, vérification recommandée.",-0.42555459693695835,-0.5916273269849287,-1.1862248238827797,False,True,False,False,False
